iri,label,definition,type
https://www.commoncoreontologies.org/ont00001011,Automobile,A Ground Motor Vehicle that is designed to transport a small number of passengers while traveling on four tired wheels.,class
https://www.commoncoreontologies.org/ont00001012,GS1 DataBar Barcode,A One-Dimensional Barcode that consists of 12-14 numerical digits and is used in retail and healthcare.,class
https://www.commoncoreontologies.org/ont00001013,Heating Artifact Function,An Artifact Function that is realized in a process in which the thermal energy of a system increases.,class
https://www.commoncoreontologies.org/ont00001014,Proper Name,A Designative Name that is an official name for a particular entity.,class
https://www.commoncoreontologies.org/ont00001015,Controlled-Access Highway,"A Highway that is designed for high-speed vehicular traffic, with all traffic flow and ingress/egress regulated.",class
https://www.commoncoreontologies.org/ont00001016,Portion of Lithosphere,"A fiat object part of the rigid, outermost rocky shell of a natural satellite.",class
https://www.commoncoreontologies.org/ont00001017,Agent,A Material Entity that bears an Agent Capability.,class
https://www.commoncoreontologies.org/ont00001018,Equipment Cooling System,A Cooling System that is designed to cool some piece of equipment.,class
https://www.commoncoreontologies.org/ont00001019,Steering Control System,A Vehicle Control System that is designed to control the direction some Vehicle is traveling.,class
https://www.commoncoreontologies.org/ont00001020,Portion of Gaseous Fuel,A Portion of Fuel that is stored in a gaseous state.,class
https://www.commoncoreontologies.org/ont00001021,Act of Denying,An Act of Representative Communication performed by either asserting that something is not true or real or refusing to satisfy a request or desire.,class
https://www.commoncoreontologies.org/ont00001022,Ratio Measurement Information Content Entity,A Measurement Information Content Entity that consists of a symbol that places a Quality of an Entity onto an interval scale having a true zero value.,class
https://www.commoncoreontologies.org/ont00001023,Calendar Week,A Week that begins and ends concurrently with the Days specified by a Calendar System to be the first and last Days of the Week.,class
https://www.commoncoreontologies.org/ont00001024,Spark Ignition Engine,An Internal Combustion Engine that is designed to operate by generating a spark to ignite a portion of Fuel and Oxidizer mixture.,class
https://www.commoncoreontologies.org/ont00001025,Electric Generator,An Electrical Power Source that is designed to convert mechanical energy to electrical energy for use in an external circuit.,class
https://www.commoncoreontologies.org/ont00001026,Pointing Orientation,A Spatial Orientation of a Material Entity in which one or more of its designated components are oriented toward a specified direction.,class
https://www.commoncoreontologies.org/ont00001027,Trim Tab,"A Control Surface that is designed to counteract hydro-, aerodynamic, or other forces in order to stabilize the Vehicle it is part of in the desired Attitude.",class
https://www.commoncoreontologies.org/ont00001028,Mechanical Wave Process,A Wave Process that involves Oscillation of a portion of matter such that energy is transferred through the material medium.,class
https://www.commoncoreontologies.org/ont00001029,Unguided Rocket,"A Portion of Ammunition that is designed to be a self-propelled, but unguided, projectile that delivers some payload (explosive or other) over relatively long distances through the use of a Rocket Engine.",class
https://www.commoncoreontologies.org/ont00001030,Train,A Rail Transport Vehicle that consists of a series of connected Train Cars or Railcars.,class
https://www.commoncoreontologies.org/ont00001031,Act of Volunteering,An Act of Commissive Communication performed by voluntarily undertaking or expressing a willingness to undertake a service.,class
https://www.commoncoreontologies.org/ont00001032,Act of Assignment,"An Act of Declarative Communication in which rights held by one party (the assignor) are transferred to another party (the assignee) with regard to a particular entity as specified by the details of the assignment, which is often prescribed by a contract.",class
https://www.commoncoreontologies.org/ont00001033,Biological Sex,A Quality inhering in a bearer by virtue of the bearer's ability to undergo sexual reproduction in order to differentiate the individuals or types involved.,class
https://www.commoncoreontologies.org/ont00001034,Full Motion Video Camera,A Video Camera that is designed to capture and record images of sufficiently high quality and in rapid enough succession that the resulting video supports smooth playback.,class
https://www.commoncoreontologies.org/ont00001035,Pitch Axis,An Axis of Rotation that passes through the center of an object's Mass and is perpendicular both to the direction of the object's motion and to the object's Yaw Axis.,class
https://www.commoncoreontologies.org/ont00001036,Communication System,"A Material Artifact that is designed to enable some Act of Communication by means of transmission systems, relay stations, tributary stations, and data terminal equipment, usually capable of interconnection and interoperation to form an integrated whole.",class
https://www.commoncoreontologies.org/ont00001037,Constructed Feature,An Anthropogenic Feature that has been constructed by deliberate human effort.,class
https://www.commoncoreontologies.org/ont00001038,Nickel Cadmium Electric Battery,A Secondary Cell Electric Battery that has a cadmium anode and nickel oxide hydroxide cathode.,class
https://www.commoncoreontologies.org/ont00001039,Act of Repayment,An Act of Financial Instrument Use wherein a Financial Instrument is transferred by an Agent (the Debtor) to another Agent (the Creditor) to decrease the amount the Debtor owes to the Creditor from an earlier Act of Loaning.,class
https://www.commoncoreontologies.org/ont00001040,Nadir,A One-Dimensional Spatial Region that extends from a given location downward along the local vertical direction pointing in the direction of the apparent Gravitational Force at that location.,class
https://www.commoncoreontologies.org/ont00001041,Sequence Position Ordinality,An Ordinal Measurement Information Content Entity that is about the position of some entity in some ordered sequence.,class
https://www.commoncoreontologies.org/ont00001042,Equipment Mount,A Material Artifact that is designed to support an Artifact.,class
https://www.commoncoreontologies.org/ont00001043,Aircraft,"A Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by air travel.",class
https://www.commoncoreontologies.org/ont00001044,Nuclear Radiation Detection Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to detect the presence of nuclear radiation particles.,class
https://www.commoncoreontologies.org/ont00001045,Artifact Model,A Directive Information Content Entity that prescribes a common set of Functions and Qualities to inhere in a set of artifact instances.,class
https://www.commoncoreontologies.org/ont00001046,Notification Message,A Message that is designed to bear an Information Content Entity that describes a scenario that has been determined to merit attention by the recipient.,class
https://www.commoncoreontologies.org/ont00001047,Frequency,A Process Profile that is characterized by the number of repetitive processes during a particular time period.,class
https://www.commoncoreontologies.org/ont00001048,Increase of Dependent Continuant,A Change in which some Independent Continuant has an increase in the level of some Dependent Continuant that it bears.,class
https://www.commoncoreontologies.org/ont00001049,Electrical Power Source,"A Power Source that is designed to generate, control, and transfer power in the form of electrical energy.",class
https://www.commoncoreontologies.org/ont00001050,Primary Cell Electric Battery,A Electric Battery that is designed for one-time use and not to be recharged.,class
https://www.commoncoreontologies.org/ont00001051,Projectile Launcher,A Weapon that is designed to inflict damage or harm by means of launching a high-velocity projectile at a target.,class
https://www.commoncoreontologies.org/ont00001052,Military Facility,A Facility that is designed to support a Military Force.,class
https://www.commoncoreontologies.org/ont00001053,Act of Collision,An Act of Location Change involving the movement of one object such that it collides with another object.,class
https://www.commoncoreontologies.org/ont00001054,Helical Antenna,A Wire Antenna that consists of a conducting wire wound in the form of a helix that is typically mounted over a ground plane with a feed line connected between the bottom of the helix and the ground plane.,class
https://www.commoncoreontologies.org/ont00001055,Branched,A Shape Quality inhering in a bearer in virtue of the bearer having subdivisions or offshoots.,class
https://www.commoncoreontologies.org/ont00001056,Visible Light Frequency,An Electromagnetic Radiation Frequency of some Electromagnetic Wave that is between 400 and 800 terahertz.,class
https://www.commoncoreontologies.org/ont00001057,Act of Issuing Mass Media Press Release,"An Act of Mass Media Communication involving sending forth, distributing, or putting into circulation an official statement issued to one or more members of the media for the purpose of announcing newsworthy information.",class
https://www.commoncoreontologies.org/ont00001058,Hour,A Temporal Interval that is equal to sixty consecutive Minutes.,class
https://www.commoncoreontologies.org/ont00001059,Shape Quality,A Quality that inheres in a bearer in virtue of the ratios between dimensions of external features of that bearer.,class
https://www.commoncoreontologies.org/ont00001060,Fuel System,"A Material Artifact that is designed to pump, manage, and deliver some Portion of Fuel to the Propulsion System and Auxiliary Power Unit of some Vehicle.",class
https://www.commoncoreontologies.org/ont00001061,Motorcycle,A Ground Motor Vehicle that is designed to transport a very small number of passengers (usually 1 or 2) while traveling on two or three tired wheels.,class
https://www.commoncoreontologies.org/ont00001062,International Community,A maximal Group of Geopolitical Organizations engaged in geopolitics with one another.,class
https://www.commoncoreontologies.org/ont00001063,Straight,"A Shape Quality inhering in a bearer in virtue of the bearer not having curves, bends, or angles along its borders.",class
https://www.commoncoreontologies.org/ont00001064,Barcode,An Information Bearing Artifact that is designed to bear one or more geometric shapes that concretize some Directive Information Content Entity.,class
https://www.commoncoreontologies.org/ont00001065,Two Dimensional Extent,A Size Quality that inheres in a bearer in virtue of the bearer's extension in two dimensions.,class
https://www.commoncoreontologies.org/ont00001066,Loss of Disposition,A Loss of Realizable Entity in which some Independent Continuant ceases to be the bearer of some Disposition.,class
https://www.commoncoreontologies.org/ont00001067,Laser,A Material Artifact that is designed to emit light coherently through a process of optical amplification based on the stimulated emission of electromagnetic radiation.,class
https://www.commoncoreontologies.org/ont00001068,Gain of Quality,A Gain of Specifically Dependent Continuant in which an Independent Continuant becomes the bearer of some Quality.,class
https://www.commoncoreontologies.org/ont00001069,Representational Information Content Entity,An Information Content Entity that represents some Entity.,class
https://www.commoncoreontologies.org/ont00001070,Fluid Control Artifact Function,An Artifact Function that is realized in processes in which some Artifact is used to control the direction or flow of some fluid.,class
https://www.commoncoreontologies.org/ont00001071,Payload Capacity,"An Artifact Function that inheres in a Vehicle that is designed to transport Payload, and which is typically characterized by the maximum Weight, Mass, or Volume of Payload that the Vehicle can transport.",class
https://www.commoncoreontologies.org/ont00001072,FM Radio Broadcast Frequency,A Very High Frequency that is between 88 and 108 MHz.,class
https://www.commoncoreontologies.org/ont00001073,Financial Value of Property,Financial Value that inheres in an material entity that is the object of an Act of Ownership.,class
https://www.commoncoreontologies.org/ont00001074,Act of Educational Training Acquisition,An Act of Training Acquisition performed by an Agent by acquiring knowledge of a curriculum from an Agent or communication medium that realizes a capacity derived from its affiliation with some Educational Organization.,class
https://www.commoncoreontologies.org/ont00001075,Act of Training Instruction,An Act of Training performed by an Agent by imparting knowledge to another Agent.,class
https://www.commoncoreontologies.org/ont00001076,Electric Power Station,A Facility that is designed to generate electrical power.,class
https://www.commoncoreontologies.org/ont00001077,Heavy Machine Gun,"A Mounted Gun that is designed to fire ammunition greater than .50 caliber or 12.7mm ammunition in quick succession from an ammunition belt, and which typically weighs more than 30lbs.",class
https://www.commoncoreontologies.org/ont00001078,Airport,"A Transportation Facility that is designed for launching, receiving, and housing Aircraft.",class
https://www.commoncoreontologies.org/ont00001079,Blond,A Color that ranges from nearly white to a light greyish yellow,class
https://www.commoncoreontologies.org/ont00001080,Far Infrared Light Frequency,An Infrared Light Frequency that is between 300 gigahertz and 20 terahertz.,class
https://www.commoncoreontologies.org/ont00001081,Geographic Feature,An Environmental Feature that is a natural (i.e. not human made) topographical feature having a (relatively) stable location in some Geospatial Region which can be designated by location-specific data.,class
https://www.commoncoreontologies.org/ont00001082,Patch Receiver,A Radio Receiver that uses a Patch Antenna to intercept radio signals.,class
https://www.commoncoreontologies.org/ont00001083,Air-Breathing Combustion Engine,"A Reaction Engine that functions by drawing a continuous stream of air into and through the Engine where it is compressed, mixed with a Portion of Fuel, ignited, and then expelled as exhaust gas.",class
https://www.commoncoreontologies.org/ont00001084,Portion of Processed Material,A Material Artifact that is the output of an Act of Artifact Processing.,class
https://www.commoncoreontologies.org/ont00001085,Reflection Artifact Function,An Artifact Function that is realized by an Artifact participating in a reflection event in which the Artifact causes a change in a wavefront at an interface between the reflecting medium and the transmission medium such that the wavefront returns into the transmission medium.,class
https://www.commoncoreontologies.org/ont00001086,Road Junction,A Land Transportation Artifact that is designed to enable Ground Vehicles to exit one Road and enter another.,class
https://www.commoncoreontologies.org/ont00001087,Orientation Observation Artifact Function,An Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the Orientation of a specified object or class of objects.,class
https://www.commoncoreontologies.org/ont00001088,Decade,A Temporal Interval that is equal to a period of ten consecutive Years.,class
https://www.commoncoreontologies.org/ont00001089,Petrochemical Refinery,"A Refinery that is designed for refining crude oil, intermediate petroleum products, or synthetic petroleum into products of value.",class
https://www.commoncoreontologies.org/ont00001090,Measurement Unit of Pressure,A Measurement Unit that is used as a standard for measurement of Force applied perpendicular to a surface per unit area.,class
https://www.commoncoreontologies.org/ont00001091,Fort,A Military Facility that is designed to support the defense of or solidification of rule over some Geospatial Region and its inhabitants.,class
https://www.commoncoreontologies.org/ont00001092,Electrical Power Storage Artifact Function,An Electrical Artifact Function that is realized during events in which an Artifact is used to store electrical power to be released at a later time.,class
https://www.commoncoreontologies.org/ont00001093,Coin,"A Portion of Cash that consists of a flat, portable, round pieces of metal designed to bear some specified Financial Value.",class
https://www.commoncoreontologies.org/ont00001094,Act of Espionage,An Act of Intelligence Gathering involving the obtaining of information that is considered secret or confidential without the permission of the holder of the information.,class
https://www.commoncoreontologies.org/ont00001095,Cellular Telecommunication Network,A Wireless Telecommunication Network where the last link between the network and the end user is wireless and is distributed over service areas called cells.,class
https://www.commoncoreontologies.org/ont00001096,Submachine Gun,"An Long Gun that is designed to be have automatic-fire functionality, fire pistol-caliber ammunition that is magazine-fed, and which is usually smaller than other automatic firearms.",class
https://www.commoncoreontologies.org/ont00001097,Common Stock,Stock that entitles its holder to voting on corporate decisions.,class
https://www.commoncoreontologies.org/ont00001098,Hospital,A Healthcare Facility that is designed to provide patient treatment with specialized staff and equipment.,class
https://www.commoncoreontologies.org/ont00001099,Bridge,A Land Transportation Artifact that is designed to span physical obstacles without closing the way underneath to enable Persons or Ground Vehicles to pass over the obstacles.,class
https://www.commoncoreontologies.org/ont00001100,Measurement Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to measure one or more features of a specified object or class of objects.,class
https://www.commoncoreontologies.org/ont00001101,Interval Estimate Information Content Entity,An Estimate Information Content Entity that consists of an interval of possible (or probable) values for the measured entity.,class
https://www.commoncoreontologies.org/ont00001102,Commercial Facility,"A Facility that is designed for buying and selling goods and services, especially on a large scale.",class
https://www.commoncoreontologies.org/ont00001103,Artifact Model Name,A Designative Information Content Entity that designates some Artifact Model.,class
https://www.commoncoreontologies.org/ont00001104,Long Gun,A Firearm that is designed to have a longer barrel than a Hand Gun and to be fired while braced against the shoulder.,class
https://www.commoncoreontologies.org/ont00001105,Secondary Cell Electric Battery,An Electric Battery that is designed to be recharged.,class
https://www.commoncoreontologies.org/ont00001106,Roll Axis,An Axis of Rotation that passes through the center of an object's Mass from the front to the back of the object as defined by the direction of the object's motion.,class
https://www.commoncoreontologies.org/ont00001107,Landfill,A Waste Management Facility that is designed for disposing of waste by burial.,class
https://www.commoncoreontologies.org/ont00001108,Ultra High Frequency,A Microwave Frequency that is between 300 MHz and 3 GHz.,class
https://www.commoncoreontologies.org/ont00001109,Counter-Clockwise Rotational Motion,A Rotational Motion in which the direction of rotation is toward the left as seen relative to the designated side of the plane of rotation.,class
https://www.commoncoreontologies.org/ont00001110,Evening,A Temporal Interval that consists of the temporal regions between when the sun sets (approximately 6:00pm) and when people typically retire to sleep (approximately 9:00pm).,class
https://www.commoncoreontologies.org/ont00001111,Low Midrange Frequency,A Sonic Frequency that is between 250 and 500 Hz.,class
https://www.commoncoreontologies.org/ont00001112,Proper Acceleration,"An Acceleration of an object relative to a free-fall, or inertial, observer who is momentarily at rest relative to the object being measured (hence, gravity does not cause Proper Acceleration).",class
https://www.commoncoreontologies.org/ont00001113,Magenta,A Color consisting of red and blue hues.,class
https://www.commoncoreontologies.org/ont00001114,Division of Delimiting Domain,A Geospatial Region that is a fiat division of a Delimiting Domain and not a Delimiting Domain.,class
https://www.commoncoreontologies.org/ont00001115,Private Network Telephone Call,"A Telephone Call transmitted over a network where a closed group of telephones are connected primarily to each other and use a gateway to reach the outside world, usually used inside companies and call centers (a.k.a. private branch exchange (PBX)).",class
https://www.commoncoreontologies.org/ont00001116,Reference Time,A Temporal Instant specified as the origin for which other Temporal Regions are measured or identified.,class
https://www.commoncoreontologies.org/ont00001117,Propelling Nozzle,"A Nozzle that is used to convert a propulsion Engine into a Jet Engine and functions by using its narrowest part, the throat, to increase Pressure within the Engine by constricting flow, usually until the flow chokes, then expanding the exhaust stream to, or near to, atmospheric pressure, while forming it into a high speed jet to propel the Vehicle.",class
https://www.commoncoreontologies.org/ont00001118,Surface Tension,A Disposition that inheres in a liquid and is realized when the cohesive forces of the molecules in the bearer at the surface are greater than the adhesive forces of the molecules in the surrounding air.,class
https://www.commoncoreontologies.org/ont00001119,Document Form,A Document having Document Fields as parts in which to write or select prescribed content.,class
https://www.commoncoreontologies.org/ont00001120,Act of Religious Training Instruction,An Act of Training Instruction performed by an Agent who realizes a capacity derived from the Agent's affiliation with some Religious Organization by imparting knowledge of the tenets and/or practices of a religion to an Agent either directly or indirectly through some communication medium.,class
https://www.commoncoreontologies.org/ont00001121,Scramjet Engine,An Air-Breathing Jet Engine that uses the forward motion of the Engine to compress incoming air at supersonic speeds before adding the fuel and constantly combusting the mixture then expelling the exhaust out through the rear Propelling Nozzle to generate Thrust.,class
https://www.commoncoreontologies.org/ont00001122,Radio Interference,"A Natural Process in which a radio signal is disrupted, whether unintentionally or as the result of an Act of Radio Jamming, Act of Radio Spoofing, or similar Planned Act.",class
https://www.commoncoreontologies.org/ont00001123,Poison Artifact Function,"A Damaging Artifact Function that is realized in a process which causes illness in, or the death of, a living thing.",class
https://www.commoncoreontologies.org/ont00001124,Precision-Guided Missile,A Portion of Ammunition that is designed to be a self-propelled and precision-guided projectile that delivers some payload (explosive or other) over relatively long distances.,class
https://www.commoncoreontologies.org/ont00001125,Set of Eyes,A Bodily Component that consists of two or more Eyes that are part of a single Agent.,class
https://www.commoncoreontologies.org/ont00001126,Luminescent Property,"An Optical Property that inheres in a bearer in virtue of that bearer's capacity to emit visible light, but which isn't the result of the bearer being heated.",class
https://www.commoncoreontologies.org/ont00001127,Loss of Quality,A Loss of Specifically Dependent Continuant in which some Independent Continuant ceases to be the bearer of some Quality.,class
https://www.commoncoreontologies.org/ont00001128,Act of Residing,An Act of Inhabitancy in which a Person lives in a dwelling permanently or for an extended period of time.,class
https://www.commoncoreontologies.org/ont00001129,Pressurization Control Artifact Function,A Ventilation Control Artifact Function that is realized by processes in which some Artifact is used to control the partial pressure of air in some space.,class
https://www.commoncoreontologies.org/ont00001130,Geospatial Polygon,A Geospatial Line String that has at least three vertices where the connecting lines form a closed loop.,class
https://www.commoncoreontologies.org/ont00001131,EAN-8 Barcode,An EAN Barcode that consists of 8 numerical digits and is used to designate products at the point of sale.,class
https://www.commoncoreontologies.org/ont00001132,Stasis of Mission Capability,"A Stasis of Realizable Entity that holds during a temporal interval when a Continuant's capability (or lack thereof) to perform its intended Functions, tasks, or Objectives remains at a relatively constant level.",class
https://www.commoncoreontologies.org/ont00001133,Motion,A Natural Process in which a Continuant changes its Location or Spatial Orientation over some Temporal Interval.,class
https://www.commoncoreontologies.org/ont00001134,Vehicle Frame,A Material Artifact that is designed to be the main supporting structure of some Vehicle.,class
https://www.commoncoreontologies.org/ont00001135,Portion of Liquid Fuel,A Portion of Fuel that is stored in a liquid state.,class
https://www.commoncoreontologies.org/ont00001136,Ultrasonic Frequency,A Sound Frequency that is greater than 20 kHz.,class
https://www.commoncoreontologies.org/ont00001137,Radiation Reflectivity,An Electromagnetic Radiation Property that inheres in a bearer in virtue of the capacity of that bearer to scatter or reflect electromagnetic radiation of a given frequency.,class
https://www.commoncoreontologies.org/ont00001138,Beverage Antenna,A Wire Antenna that consists of a horizontal wire one-half to two wavelengths long that is suspended above the ground with one end attached to the receiver feedline and the other grounded and which is typically used in the low and medium frequency radio bands.,class
https://www.commoncoreontologies.org/ont00001139,Spacecraft,"A Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by Spaceflight.",class
https://www.commoncoreontologies.org/ont00001140,Flywheel,A Material Artifact that is designed to store rotational energy such that it has a significant moment of inertia which enables it to resist changes in rotational speed.,class
https://www.commoncoreontologies.org/ont00001141,Infrastructure Role,A Role that inheres in the bearer of a Disposition and has been assigned to an Infrastructure System such that the realization of that Disposition is sometimes part of the functioning of the Infrastructure System.,class
https://www.commoncoreontologies.org/ont00001142,Violet,A Color that is lower than Blue with a wavelength in the visible spectrum typically between 400 and 450 nanometers.,class
https://www.commoncoreontologies.org/ont00001143,Facsimile Transmission,An Act of Communication by Media in which the Information Content Entity that inheres in a Document is transmitted over a Telephone Network.,class
https://www.commoncoreontologies.org/ont00001144,Act of Entertainment,A Planned Act consisting of any activity which provides a diversion or permits people to amuse themselves.,class
https://www.commoncoreontologies.org/ont00001145,Radio Receiver,"A Radio Communication Instrument that is an electronic device that is designed to extract information from radio waves intercepted by a Radio Antenna by using electronic filters to separate the desired radio frequency signal from other signals, an electronic amplifier to increase the power of the signal, and demodulation to recover the desired information.",class
https://www.commoncoreontologies.org/ont00001146,Sidereal Time Reference System,A Temporal Reference System that is based on Earth's rate of rotation measured relative to one or more fixed Stars (rather than the Sun).,class
https://www.commoncoreontologies.org/ont00001147,Act of Violence,A Planned Act of causing harm to oneself or to another through the use of physical or verbal force.,class
https://www.commoncoreontologies.org/ont00001148,Electromagnetic Communication Artifact Function,A Communication Artifact Function that is realized in a process that conveys meaningful signs by means of electromagnetic radiation.,class
https://www.commoncoreontologies.org/ont00001149,Data Range Interval Estimate Information Content Entity,A Ratio Measurement Information Content Entity that is a measurement of a set of values and is equal to the absolute difference between the largest value and the smallest value in the set.,class
https://www.commoncoreontologies.org/ont00001150,Portion of Ammunition,"A Weapon that is designed to inflict harm, damage, or incapacity by being projected toward its target at a significant Velocity.",class
https://www.commoncoreontologies.org/ont00001151,Portion of Paper,"An Information Medium Artifact that is designed to bear some Information Content Entity by means of pressing together moist fibres of cellulose pulp derived from wood, rags, or grasses, and drying them into flexible sheets.",class
https://www.commoncoreontologies.org/ont00001152,Government Domain,A Delimiting Domain that delimits the authority of a Government to exercise its control within the bounded area.,class
https://www.commoncoreontologies.org/ont00001153,Damaging Artifact Function,An Artifact Function that is realized in a process in which the structural integrity of an entity is impaired.,class
https://www.commoncoreontologies.org/ont00001154,Multi-Second Temporal Interval,A one-dimensional temporal region that is measured in Seconds and spans at least one Second.,class
https://www.commoncoreontologies.org/ont00001155,Full Motion Video Imaging Artifact Function,An Imaging Artifact Function that inheres in Artifacts that are designed to produce video of entities that is of high enough quality to make the represented motion appear continuous to human viewers.,class
https://www.commoncoreontologies.org/ont00001156,Information Line,An Information Bearing Artifact that consists of a single line or row of some larger Information Bearing Artifact of which it is a part.,class
https://www.commoncoreontologies.org/ont00001157,Hydraulic Power Source,"A Power Source that is designed to generate, control, or transmit power by means of pressurized liquid.",class
https://www.commoncoreontologies.org/ont00001158,Act of Data Transformation,An Act of Information Processing in which an algorithm is executed to act upon one or more input Information Content Entities into one or more output Information Content Entities.,class
https://www.commoncoreontologies.org/ont00001159,Bond,A Financial Instrument that is designed to secure an Agent's debt for the holders of that debt.,class
https://www.commoncoreontologies.org/ont00001160,Solvent Artifact Function,"A Chemical Reaction Artifact Function that is realized in the dissolving of other substances (namely, solutes) without change in the former's chemical structure.",class
https://www.commoncoreontologies.org/ont00001161,Counterfeit Legal Instrument,A Counterfeit Instrument that is designed to be a fake replica of some genuine Legal Instrument.,class
https://www.commoncoreontologies.org/ont00001162,Act of Commissive Communication,An Act of Communication that commits a speaker to some future action.,class
https://www.commoncoreontologies.org/ont00001163,Measurement Information Content Entity,"A Descriptive Information Content Entity that describes the extent, dimensions, quantity, or quality of an Entity relative to some standard.",class
https://www.commoncoreontologies.org/ont00001164,County,A Government Domain that is part of either a First-Order or Second-Order Administrative Region.,class
https://www.commoncoreontologies.org/ont00001165,Terrorist Training Camp,A Training Camp designed to teach students methods of terrorism.,class
https://www.commoncoreontologies.org/ont00001166,Multi-Minute Temporal Interval,A one-dimensional temporal region that is measured in Minutes and spans at least one Minute.,class
https://www.commoncoreontologies.org/ont00001167,Midrange Frequency,A Sonic Frequency that is between 500 Hz and 2 kHz.,class
https://www.commoncoreontologies.org/ont00001168,Reaction Mass,A Material Entity against which a Propulsion System operates in order to produce Acceleration.,class
https://www.commoncoreontologies.org/ont00001169,Communication Relay Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to first receive and then transmit information from one Artifact to another for the purpose of communiction.,class
https://www.commoncoreontologies.org/ont00001170,Hard X-ray Frequency,An X-Ray Frequency that is between 3 and 30 exahertz.,class
https://www.commoncoreontologies.org/ont00001171,Wireless Network Telephone Call,A Telephone Call transmitted over a network where the telephones are mobile and can move anywhere within the coverage area.,class
https://www.commoncoreontologies.org/ont00001172,Portion of Gelatinous Propellant,A Portion of Propellant that is stored in a gelatinous state.,class
https://www.commoncoreontologies.org/ont00001173,Rocket Launcher,A Projectile Launcher that is designed to launch one or more Unguided Rockets.,class
https://www.commoncoreontologies.org/ont00001174,Electromagnetic Shielding Artifact Function,An Artifact Function that is realized in a process in which an electromagnetic field is blocked by barriers made of conductive or magnetic materials.,class
https://www.commoncoreontologies.org/ont00001175,Language,A Directive Information Content Entity that prescribes a canonical format for communication.,class
https://www.commoncoreontologies.org/ont00001176,Estimate Information Content Entity,A Measurement Information Content Entity that is a measurement of an entity based on partial information about that entity or an appropriately similar entity.,class
https://www.commoncoreontologies.org/ont00001177,Roll Orientation,A Spatial Orientation of an Object relative to its Roll Axis.,class
https://www.commoncoreontologies.org/ont00001178,Railway Crossing,A Land Transportation Artifact that is designed to enable Persons or Ground Vehicles to cross a Railway when traveling along a road or path that is perpendicular to and at the same elevation as the Railway at the point where they overlap.,class
https://www.commoncoreontologies.org/ont00001179,Digital Storage Device,An Information Medium Artifact that is designed to bear some Information Content Entity by means of recording that information in digital (binary) format.,class
https://www.commoncoreontologies.org/ont00001180,Organization,"A Group of Agents which can be the bearer of roles, has members, and has a set of organization rules.",class
https://www.commoncoreontologies.org/ont00001181,Triple Inertial Navigation System,"An Inertial Navigation System that is designed to use three redundant computers to continuously calculate via dead reckoning the position, orientation, and velocity of a moving object without the need for external references, in such a way that eliminates the need for a navigator.",class
https://www.commoncoreontologies.org/ont00001182,Phase Angle,A Relational Quality that is the angle between the light incident onto an observed Object and the light reflected from the Object.,class
https://www.commoncoreontologies.org/ont00001183,Social Network,"A Group of Agents that are connected in dyadic relations by similar personal or career interests, activities, backgrounds, or real-life connections.",class
https://www.commoncoreontologies.org/ont00001184,Spinning Motion,A Rotational Motion of an Object around an Axis of Rotation that passes through the Object's Center of Mass.,class
https://www.commoncoreontologies.org/ont00001185,Rocket,A Vehicle that is designed to travel through air or space and which obtains Thrust from a Rocket Engine.,class
https://www.commoncoreontologies.org/ont00001186,Color Hue,"An Optical Property that inheres in a bearer in virtue of its capacity to reflect a dominant wavelength of the visible light spectrum, which is typically divided up into 6 to 8 ranges.",class
https://www.commoncoreontologies.org/ont00001187,Navigation System,"A Material Artifact that is designed to enable an Agent or Artifact to determine the position or direction of some object, usually for the purpose of monitoring or controlling the movement of some Vehicle from one place to another.",class
https://www.commoncoreontologies.org/ont00001188,Denture,A Prosthesis that is designed to replace missing teeth.,class
https://www.commoncoreontologies.org/ont00001189,Blue,A Color that is between Cyan and Violet with a wavelength in the visible spectrum typically between 450 to 490 nanometers.,class
https://www.commoncoreontologies.org/ont00001190,Telephone Call,An Act of Communciation by Media transmitted over a telephone network to two or more Persons.,class
https://www.commoncoreontologies.org/ont00001191,Operational Stasis,A Stasis of Artifact Operationality that holds during a Temporal Interval when an Artifact maintains its designed set of Artifact Functions (or at least maintains its primary functions).,class
https://www.commoncoreontologies.org/ont00001192,Radio Antenna,"A Bidirectional Transducer that is designed to convert electric power into radio waves, and radio waves into electric power.",class
https://www.commoncoreontologies.org/ont00001193,Fatigability,A Realizable Entity that is realized when its bearer loses strength and tires quickly.,class
https://www.commoncoreontologies.org/ont00001194,Gain of Role,A Gain of Realizable Entity in which some Independent Continuant becomes bearer of some Role.,class
https://www.commoncoreontologies.org/ont00001195,Geospatial Error Region,A One-Dimensional Geospatial Boundary that bounds some Geospatial Region according to probability estimations for locating some object within it.,class
https://www.commoncoreontologies.org/ont00001196,Act of Artifact Assembly,An Act of Artifact Processing wherein a new Artifact is created by fitting component parts together.,class
https://www.commoncoreontologies.org/ont00001197,Anthropogenic Feature,An Environmental Feature that is related to or is the result of the influence of human beings on the environment.,class
